datetime,ip_address,NIK,applicant_name,age,gender,marital_status,number_of_dependents,occupation,job_position,job_specific_code,job_specific,education_level,user_income,collateral_value_of_on_site_assets,average_loans_taken_in_the_same_location,last_credit_history,other_credit_history1,other_credit_history2,other_credit_history3,worst_credit_performance,hardware,operating_system_type,browser,home_address,domicile_address,road_type,building_type,building_owner,building_location,gmaps_coordinates,gmaps_location_name,gmpas_location_description,gmaps_category,gmaps_address,gmaps_neighborhood,gmaps_street,gmaps_city,gmaps_postal_code,gmaps_state,total_population,average_income_of_the_population_in_the_area,education_of_the_population_in_the_area,unemployment_rate_in_the_area,crime_rate_in_the_area,poverty_rate_in_the_area,length_of_stay_at_domicile_address,address_stability,domicile_address_and_location_suitability,credit_risk
2023-03-16 14:07:59.239973,172.20.39.17,9116014509790007,Eluh Iswahyudi,44,P,Belum Kawin,5,Vice Regent/Vice Mayor,Direktur,16292,Industri Barang Anyaman Dari Tanaman Bukan Rotan Dan Bambu,S1,1,332000000,1,0,4,4,1,2,Smartphone,2,5,"Gang Ir. H. Djuanda No. 7
Tebingtinggi, Sulawesi Tengah 36197","Gang Ir. H. Djuanda No. 7
Tebingtinggi, Sulawesi Tengah 36197",Jalan Besar,Rumah Susun,Pemerintah,Kawasan perumahan elite,"-1.4300254, 121.4456179",Apartemen ,Eaque architecto molestias iure possimus ad hic.,Condominium complex,"Gang Ir. H. Djuanda No. 7
Tebingtinggi, Sulawesi Tengah 36197",,,,,Central Sulawesi,0,3,3,1,1,1,112,3,0,1
2023-03-16 14:07:59.585014,172.21.233.166,3317110908850003,Karna Maryati,38,L,Cerai Mati,2,Vice Governor,Supervisor,15203,Industri Sepatu Teknik Lapangan/keperluan Industri,D3,2,161000000,2,2,3,2,1,4,PC,2,2,"Jalan HOS. Cokroaminoto No. 47
Kota Administrasi Jakarta Pusat, SN 33045","Jalan HOS. Cokroaminoto No. 47
Kota Administrasi Jakarta Pusat, SN 33045",Jalan Besar,Kost-kostan,Perusahaan,Pusat kota,"-6.1909402, 106.8290207",Perum Jalan HOS. Cokroaminoto,Aliquam unde voluptatibus aliquid.,Residential neighbourhood,"Jalan HOS. Cokroaminoto No. 47
Kota Administrasi Jakarta Pusat, SN 33045",,Jalan HOS. Cokroaminoto,,10350,Daerah Khusus Ibukota Jakarta,3,0,0,4,3,2,4,0,2,0
2023-03-16 14:08:00.007274,10.63.202.181,3504175912700001,"Septi Hidayat, M.Pd",53,P,Janda,0,Entrepreneur,Supervisor,1465,Pembibitan Dan Budidaya Kalkun,SMA/SMK,2,155000000,0,0,2,0,0,1,Smartphone,4,3,"Gang PHH. Mustofa No. 2
Kota Administrasi Jakarta Utara, JI 86695","Jl. Stasiun Wonokromo No. 4
Tidore Kepulauan, Bali 10983",Jalan Besar,Rumah Susun,Perorangan Pribadi,Kawasan perumahan elite,"-6.133622700000001, 106.903643",Kontrakan Gang H. Mustofa,Itaque reiciendis culpa ad enim doloremque.,Apartment complex,"Gang PHH. Mustofa No. 2
Kota Administrasi Jakarta Utara, JI 86695",,Gang H. Mustofa,,14230,Daerah Khusus Ibukota Jakarta,0,3,4,0,1,0,105,3,0,2
2023-03-16 14:08:00.612442,10.19.237.81,5105010508620003,Dartono Nasyiah,61,L,Duda,2,Vice President,Manager,1712,Perburuan Dan Penangkapan Mamalia,S2,3,471000000,1,1,3,2,3,3,Smartphone,3,7,"Gg. Kiaracondong No. 4
Medan, BT 51299","Gg. Kiaracondong No. 4
Medan, BT 51299",Jalan Sedang,Perum,Perorangan Orang Lain,Kawasan pegunungan,"3.31332, 117.59152",Villa ,Excepturi ea a a repellat.,Duplex,"Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",,,Tarakan,77112,Kalimantan Utara,3,0,0,4,4,2,9,0,0,0
2023-03-16 14:08:02.762025,192.168.224.204,1802121707680005,Cemani Zulkarnain,55,L,Kawin,3,Consultant,Staff,38120,Pengumpulan Sampah Berbahaya,S2,1,289000000,2,4,1,4,2,1,Laptop,2,5,"Gang Merdeka No. 386
Jambi, PB 58137","Gang Merdeka No. 386
Jambi, PB 58137",Jalan Kecil,Rumah Susun,Perorangan Orang Lain,Kawasan wisata,"-1.6101229, 103.6131203",Villa ,Iure accusantium fuga ut.,Condominium complex,"Gang Merdeka No. 386
Jambi, PB 58137",,,Jambi,,Jambi,3,0,0,4,4,2,30,0,2,1
2023-03-16 14:08:03.032115,10.204.0.240,3202324203600009,"Chelsea Pradipta, S.I.Kom",63,P,Duda,4,Event promoter,Supervisor,74902,Aktivitas Konsultasi Bisnis Dan Broker Bisnis,S3,0,574000000,0,1,4,0,4,3,Laptop,3,0,"Gg. Pasteur No. 5
Lhokseumawe, Kepulauan Bangka Belitung 22853","Gg. Pasteur No. 5
Lhokseumawe, Kepulauan Bangka Belitung 22853",Jalan Kecil,Kontrakan,Perorangan Orang Lain,Kawasan industri,"-2.7410513, 106.4405872",Kost-kostan ,Ad cupiditate commodi dignissimos.,Duplex,"Gg. Pasteur No. 5
Lhokseumawe, Kepulauan Bangka Belitung 22853",,,,,Bangka Belitung Islands,4,1,0,3,3,3,23,0,2,0
2023-03-16 14:08:03.517895,10.191.50.126,7326115712780003,Tantri Napitupulu,45,P,Janda,2,Broker,Direktur,66112,Bursa Berjangka (komoditas),S2,0,153000000,2,0,0,0,1,2,Laptop,0,2,"Jl. Merdeka No. 1
Yogyakarta, Papua Barat 02787","Jl. Merdeka No. 1
Yogyakarta, Papua Barat 02787",Jalan Besar,Kost-kostan,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"-1.3361154, 133.1747162",Villa ,Facere illum nihil maiores nobis sit consectetur.,Residential neighbourhood,"Jl. Merdeka No. 1
Yogyakarta, Papua Barat 02787",,,,,West Papua,2,1,1,3,2,2,40,1,0,2
2023-03-16 14:08:03.787710,172.25.154.234,1409036304890004,Cakrabuana Aryani,34,P,Cerai Hidup,0,Architect,Direktur,13134,Industri Batik,SMA/SMK,4,241000000,3,1,1,1,2,0,Smartphone,2,5,"Gg. Dipenogoro No. 134
Binjai, Sumatera Utara 84239","Jalan Ciumbuleuit No. 20
Cilegon, SU 40450",Jalan Kecil,Rumah,Perorangan Pribadi,Kawasan industri,"-6.8825718, 107.6046472",Kost-kostan Jalan Ciumbuleuit,Possimus quis fuga qui vitae.,Apartment complex,"Jalan Ciumbuleuit No. 20
Cilegon, SU 40450",,Jalan Ciumbuleuit,,40141,Jawa Barat,4,0,0,3,4,3,10,0,2,0
2023-03-16 14:08:04.069563,10.37.54.153,1407174402630002,"Irma Suartini, S.Psi",60,P,Belum Kawin,4,Welder/blacksmith,Direktur,47241,Perdagangan Eceran Beras,D4,4,473000000,2,2,2,3,2,4,Smartphone,2,2,"Jl. Lembong No. 936
Medan, SS 27747","Gg. Dr. Djunjunan No. 368
Kupang, LA 58520",Jalan Kecil,Rumah Susun,Pemerintah,Kawasan perumahan elite,"-7.81667, 112.01667",Mess ,Autem iste exercitationem ipsum tempora a.,Townhouse,"Kota, Kediri, Jawa Timur, Jawa, 64123, Indonesia",,,Kediri,64123,Jawa Timur,0,4,2,0,0,1,120,3,0,1
2023-03-16 14:08:05.115219,172.19.251.252,3310124407790001,Vera Handayani,44,P,Cerai Hidup,3,Member of the Supreme Audit Agency,Staff,82920,Aktivitas Pengepakan,S1,3,210000000,2,1,2,0,0,2,Laptop,3,2,"Gang Stasiun Wonokromo No. 6
Makassar, SU 35105","Gg. Moch. Toha No. 7
Probolinggo, SU 91458",Jalan Besar,Rumah,Lainnya,Pinggiran kota,"-7.776422600000001, 113.2037131",Perum ,Incidunt aperiam porro consequuntur fuga.,Retirement home,"Gg. Moch. Toha No. 7
Probolinggo, SU 91458",,,Probolinggo,,East Java,0,4,4,1,0,1,114,3,2,4
2023-03-16 14:08:05.388233,10.218.168.36,9110142208660001,Galuh Simbolon,57,L,Janda,4,Retiree,Staff,25910,"Industri Penempaan, Pengepresan, Pencetakan Dan Pembentukan Logam; Metalurgi Bubuk",D4,0,456000000,2,2,4,3,2,1,PC,4,2,"Gang Jend. Sudirman No. 882
Yogyakarta, SB 03603","Jalan Soekarno Hatta No. 13
Gorontalo, Banten 41209",Jalan Sedang,Rumah Susun,Perorangan Pribadi,Pinggiran kota,"-7.7955798, 110.3694896",Villa ,Saepe perferendis natus sed pariatur.,Gated community,"Gang Jend. Sudirman No. 882
Yogyakarta, SB 03603",,,Yogyakarta,,Special Region of Yogyakarta,2,2,0,3,3,2,36,1,0,2
2023-03-16 14:08:06.352116,172.20.23.147,9102606511840000,Gamblang Mahendra,39,P,Cerai Mati,4,Pharmacist,Staff,1282,Perkebunan Cengkeh,D3,3,315000000,2,0,1,0,4,1,Laptop,5,2,"Gang Cihampelas No. 908
Parepare, JA 59953","Gg. Veteran No. 69
Cirebon, KS 82815",Jalan Besar,Rumah,Perorangan Orang Lain,Kawasan komersial,,Mess ,Accusantium saepe aspernatur officia labore.,,"Gg. Veteran No. 69
Cirebon, KS 82815",,,,,,4,0,0,3,3,2,12,0,0,1
2023-03-16 14:08:06.469698,192.168.159.186,9127056608920001,Oman Yuliarti,31,P,Janda,1,Livestock laborer,Manager,10297,Industri Pendinginan/pengesan Biota Air Lainnya,SMA/SMK,1,155000000,2,3,0,3,3,3,Laptop,4,4,"Gang Laswi No. 3
Pasuruan, KR 46036","Gang Moch. Ramdan No. 5
Banjar, Nusa Tenggara Timur 50025",Jalan Besar,Rumah Susun,Lainnya,Kawasan perumahan miskin,"-8.657381899999999, 121.0793705",Kontrakan ,Reprehenderit nostrum laborum voluptate fugiat.,Apartment complex,"Gang Moch. Ramdan No. 5
Banjar, Nusa Tenggara Timur 50025",,,,,East Nusa Tenggara,4,1,1,3,4,3,18,0,2,0
2023-03-16 14:08:06.737944,10.143.105.26,1810061703830004,Halim Wahyudin,40,L,Belum Kawin,2,Makeup artist,Staff,3143,Jasa Pasca Panen Penangkapan Ikan Di Perairan Umum,D3,0,840000000,3,2,1,2,3,0,PC,3,0,"Jalan HOS. Cokroaminoto No. 72
Palembang, Sulawesi Selatan 80332","Jalan HOS. Cokroaminoto No. 72
Palembang, Sulawesi Selatan 80332",Jalan Kecil,Rumah Susun,Lainnya,Kawasan perumahan elite,"-7.0981, 109.3243",Apartemen Jembatan Comal,Vel optio asperiores est corporis sed.,Gated community,"SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",,Jembatan Comal,,,Jawa Tengah,4,0,1,4,3,2,17,0,0,1
2023-03-16 14:08:08.502546,10.87.15.22,3574054811900003,"Uchita Kuswoyo, S.Pt",33,P,Cerai Hidup,0,Indonesian National Army,Manager,84232,Pertahanan Sipil,SMA/SMK,2,867000000,1,1,4,4,2,1,PC,3,7,"Jl. Lembong No. 38
Mojokerto, KB 82883","Gang Raya Ujungberung No. 12
Palembang, Nusa Tenggara Timur 50269",Jalan Kecil,Rumah,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"-6.9060909, 107.6911552",Mess ,Dolores blanditiis nesciunt ducimus placeat similique vel odit.,Retirement home,"Gang Raya Ujungberung No. 12
Palembang, Nusa Tenggara Timur 50269",,,,,West Java,3,0,0,4,4,3,4,0,2,2
2023-03-16 14:08:08.798664,10.42.149.43,9113102206780002,Nilam Prabowo,45,L,Cerai Mati,5,Indonesian National Police,Staff,16221,Industri Barang Bangunan Dari Kayu,D3,1,374000000,3,2,0,0,1,3,PC,4,2,"Jl. Kebonjati No. 2
Pematangsiantar, BT 38287","Jl. Kebonjati No. 2
Pematangsiantar, BT 38287",Jalan Kecil,Rumah Susun,Pemerintah,Kawasan wisata,"2.970042, 99.0681668",Kontrakan ,Dolorem consequuntur repellendus facere similique possimus.,Gated community,"Jl. Kebonjati No. 2
Pematangsiantar, BT 38287",,,,,North Sumatra,3,1,2,2,2,1,51,1,2,4
2023-03-16 14:08:09.105689,192.168.205.6,3310051703850002,R.A. Paulin Manullang,38,L,Duda,4,Mason,Staff,50121,Angkutan Laut Luar Negeri Liner Untuk Penumpang,D3,4,642000000,1,0,0,4,3,2,Laptop,5,7,"Jalan BKR No. 374
Bengkulu, Bengkulu 59873","Gang Kebonjati No. 33
Magelang, BA 16941",Jalan Sedang,Villa,Pemerintah,Pinggiran kota,"-3.792845099999999, 102.2607641",Rumah Susun ,Quibusdam ducimus fugit.,Residential neighbourhood,"Jalan BKR No. 374
Bengkulu, Bengkulu 59873",,,Bengkulu,,Bengkulu,2,3,1,1,3,2,85,2,0,2
2023-03-16 14:08:09.830558,10.231.38.21,3503083102730000,Chelsea Nuraini,50,L,Cerai Mati,1,Farm laborer/gardener,Manager,91032,Taman Nasional,D3,2,329000000,1,4,2,4,3,4,PC,4,2,"Gang M.T Haryono No. 918
Manado, Papua Barat 32956","Gang M.T Haryono No. 918
Manado, Papua Barat 32956",Jalan Kecil,Kontrakan,Perorangan Orang Lain,Kawasan pertanian,"-1.3361154, 133.1747162",Rumah ,Cum ratione temporibus quis.,Townhouse,"Gang M.T Haryono No. 918
Manado, Papua Barat 32956",,,,,West Papua,1,3,1,2,1,2,68,2,0,1
2023-03-16 14:08:10.882143,10.77.255.219,7407021605910001,Endah Ramadan,32,L,Janda,1,Civil Servant,Staff,17091,Industri Kertas Tissue,S1,1,80000000,1,2,0,1,0,3,Smartphone,4,4,"Jl. Jakarta No. 920
Dumai, RI 77616","Jalan Rumah Sakit No. 43
Kendari, MU 91411",Jalan Kecil,Perum,Perorangan Pribadi,Kawasan komersial,"-3.9984597, 122.5129742",Rumah Susun ,Sunt amet maiores commodi aspernatur perspiciatis dolor.,Townhouse,"Jalan Rumah Sakit No. 43
Kendari, MU 91411",,,Kendari,,South East Sulawesi,2,2,0,3,3,1,41,1,2,1
2023-03-16 14:08:11.256561,10.120.102.186,7601022905960001,Cawisadi Winarsih,27,L,Cerai Mati,4,Shoe repairman,Direktur,28120,Industri Peralatan Tenaga Zat Cair Dan Gas,SMA/SMK,4,574000000,2,3,0,1,0,2,Smartphone,2,2,"Jalan Jamika No. 5
Denpasar, JK 48206","Jalan Jamika No. 5
Denpasar, JK 48206",Jalan Besar,Perum,Perorangan Pribadi,Kawasan wisata,"-8.670458199999999, 115.2126293",Apartemen ,Laudantium error quisquam autem sapiente.,Townhouse,"Jalan Jamika No. 5
Denpasar, JK 48206",,,Denpasar,,Bali,3,1,0,4,3,2,26,0,2,1
2023-03-16 14:08:11.466749,192.168.175.62,3501090605550002,"Anggabaya Hassanah, M.Ak",68,L,Cerai Hidup,1,Not working,Staff,10750,Industri Makanan Dan Masakan Olahan,D3,2,815000000,3,2,1,4,1,1,Laptop,3,1,"Gang Peta No. 590
Bontang, Sulawesi Tengah 54230","Gang Peta No. 590
Bontang, Sulawesi Tengah 54230",Jalan Kecil,Rumah,Perorangan Orang Lain,Kawasan perumahan miskin,"-7.81667, 112.01667",Rumah Susun ,Nulla enim numquam ex repellendus qui.,Retirement home,"Kota, Kediri, Jawa Timur, Jawa, 64123, Indonesia",,,Kediri,64123,Jawa Timur,1,4,3,1,2,0,94,3,0,2
2023-03-16 14:08:13.187652,192.168.73.60,9203090310990001,Mursinin Dabukke,24,L,Belum Kawin,4,Paranormal,Staff,13922,Industri Barang Jadi Tekstil Sulaman,SMA/SMK,1,759000000,0,1,2,4,1,0,Laptop,1,7,"Gang Sentot Alibasa No. 41
Sawahlunto, Bali 27504","Gang Sentot Alibasa No. 41
Sawahlunto, Bali 27504",Jalan Kecil,Rumah,Lainnya,Kawasan komersial,"-0.5966387, 100.7360203",Perum ,Rerum aut temporibus officiis error.,Dormitory,"Gang Sentot Alibasa No. 41
Sawahlunto, Bali 27504",,,Sawahlunto,,West Sumatra,1,3,3,0,2,0,94,3,2,4
2023-03-16 14:08:13.741559,192.168.115.61,6112086503560002,Cakrajiya Hutagalung,67,P,Duda,4,Entrepreneur,Manager,84139,Kegiatan Lembaga Pemerintahan Untuk Menciptakan Efisiensi Produksi Dan Bisnis Lainnya,SMA/SMK,2,219000000,2,1,1,0,3,3,Smartphone,4,4,"Jl. Merdeka No. 544
Bengkulu, RI 92590","Jl. Cikapayang No. 881
Batam, SR 84542",Jalan Besar,Apartemen,Perorangan Pribadi,Kawasan perumahan elite,"1.1300779, 104.0529207",Rumah Susun ,Nam sequi ipsam rem.,Townhouse,"Jl. Cikapayang No. 881
Batam, SR 84542",,,Batam,,Riau Islands,2,2,1,1,3,1,63,2,2,4
2023-03-16 14:08:13.975210,172.22.55.212,3305110307970000,Zamira Rahimah,26,L,Cerai Mati,5,Lawyer,Supervisor,3263,Jasa Pasca Panen Budidaya Ikan Air Payau,S3,2,390000000,0,2,2,0,4,4,Smartphone,5,4,"Jalan Kapten Muslihat No. 48
Kediri, Sulawesi Selatan 85574","Jalan Kapten Muslihat No. 48
Kediri, Sulawesi Selatan 85574",Jalan Kecil,Apartemen,Pemerintah,Kawasan perumahan elite,"-3.6687994, 119.9740534",Mess ,Natus ex illum repellat vero adipisci sed.,House,"Jalan Kapten Muslihat No. 48
Kediri, Sulawesi Selatan 85574",,,,,South Sulawesi,1,3,2,1,1,1,90,2,2,3
2023-03-16 14:08:14.232310,192.168.200.86,1703160502590003,R.M. Bala Agustina,64,L,Cerai Hidup,4,Shoe repairman,Staff,3119,Penangkapan Biota Air Lainnya Di Laut,D3,0,290000000,0,1,4,4,0,1,PC,3,1,"Gang Jakarta No. 37
Denpasar, Aceh 89339","Gang Jakarta No. 37
Denpasar, Aceh 89339",Jalan Besar,Villa,Perusahaan,Kawasan perumahan elite,"-7.54972, 110.71639",Mess ,Natus nisi id omnis.,Condominium complex,"Kertonatan, Sukoharjo, Jawa Tengah, 57165, Indonesia",,,,57165,Jawa Tengah,2,2,1,2,2,1,58,1,0,2
2023-03-16 14:08:15.667116,172.29.111.227,9102295105610008,Capa Kusmawati,62,P,Kawin,4,Nun,Direktur,71203,Jasa Inspeksi Periodik,D3,4,964000000,2,2,3,2,3,4,Laptop,5,6,"Jl. Kebonjati No. 793
Samarinda, PB 14673","Gang Pasteur No. 793
Lubuklinggau, Jawa Barat 89446",Jalan Kecil,Rumah Susun,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"-7.51611, 109.05389",Rumah ,Facere nihil quod explicabo quis quisquam pariatur soluta.,Apartment complex,"Wangon, Banyumas, Jawa Tengah, Indonesia",,,,,Jawa Tengah,1,4,2,0,1,0,91,3,0,1
2023-03-16 14:08:17.147257,10.106.255.50,1509012806710005,Ridwan Utami,52,L,Janda,5,Vice President,Supervisor,7309,Pertambangan Bijih Logam Mulia Lainnya,S1,1,493000000,0,4,3,4,3,1,Laptop,1,6,"Gg. Sukajadi No. 472
Malang, Jawa Tengah 43559","Gg. Sukajadi No. 472
Malang, Jawa Tengah 43559",Jalan Besar,Kontrakan,Perusahaan,Kawasan pegunungan,"-7.57897, 112.23109",Apartemen ,Aspernatur qui nesciunt eum saepe soluta aut.,House,"Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",,,,61471,Jawa Timur,1,4,1,0,0,0,98,3,0,1
2023-03-16 14:08:18.534453,172.26.68.132,3529241810730009,Winda Tamba,50,L,Duda,0,Transportation,Staff,15112,Industri Penyamakan Kulit,SMA/SMK,3,122000000,2,0,3,4,1,0,Laptop,1,7,"Jalan Sukabumi No. 217
Mataram, KU 57525","Gang S. Parman No. 09
Tidore Kepulauan, BT 06544",Jalan Besar,Kontrakan,Lainnya,Kawasan perumahan miskin,"0.51667, 101.44167",Perum Jalan Durian,Eligendi ad placeat quas impedit ipsum aliquam architecto.,Condominium complex,"Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",,Jalan Durian,Kelurahan Jadirejo,28121,Riau,2,3,1,1,1,1,87,2,0,2
