datetime,ip_address,NIK,applicant_name,age,gender,marital_status,number_of_dependents,occupation,job_position,job_specific_code,job_specific,education_level,user_income,collateral_value_of_on_site_assets,average_loans_taken_in_the_same_location,last_credit_history,other_credit_history1,other_credit_history2,other_credit_history3,worst_credit_performance,hardware,operating_system_type,browser,home_address,domicile_address,road_type,building_type,building_owner,building_location,gmaps_coordinates,gmaps_location_name,gmpas_location_description,gmaps_category,gmaps_address,gmaps_neighborhood,gmaps_street,gmaps_city,gmaps_postal_code,gmaps_state,total_population,average_income_of_the_population_in_the_area,education_of_the_population_in_the_area,unemployment_rate_in_the_area,crime_rate_in_the_area,poverty_rate_in_the_area,length_of_stay_at_domicile_address,address_stability,domicile_address_and_location_suitability,credit_risk
2023-03-16 13:47:29.157888,10.128.211.65,3204065511810000,Ghani Maryadi,42,P,Duda,5,Fashion stylist,Staff,46492,Perdagangan Besar Farmasi,SMA/SMK,4,647000000,3,3,1,1,2,1,Smartphone,4,5,"Jl. Antapani Lama No. 0
Mojokerto, Sumatera Utara 77616","Jalan Rumah Sakit No. 43
Kendari, MU 91411",Jalan Sedang,Kontrakan,Perorangan Orang Lain,Kawasan perumahan elite,"-7.54972, 110.71639",Rumah ,Voluptates odio debitis.,Dormitory,"Kertonatan, Sukoharjo, Jawa Tengah, 57165, Indonesia",,,,57165,Jawa Tengah,2,2,1,2,2,1,60,1,0,3
2023-03-16 13:47:31.633516,192.168.15.18,5307020603590003,Mumpuni Rahimah,64,L,Duda,3,Traditional healer,Supervisor,1494,Pembibitan Dan Budidaya Rusa,SMA/SMK,1,198000000,2,1,1,1,2,0,PC,5,1,"Gg. Dr. Djunjunan No. 81
Tangerang, Papua 21348","Gg. Dr. Djunjunan No. 81
Tangerang, Papua 21348",Jalan Sedang,Kost-kostan,Perorangan Orang Lain,Pinggiran kota,"-4.269928, 138.0803529",Villa ,Accusamus deserunt facere neque.,Duplex,"Gg. Dr. Djunjunan No. 81
Tangerang, Papua 21348",,,,,Papua,0,4,3,0,2,1,112,3,0,4
2023-03-16 13:47:31.977115,10.175.62.207,7103154401980002,"Anggabaya Hassanah, M.Ak",25,P,Cerai Hidup,5,Member of the Supreme Audit Agency,Supervisor,50225,Angkutan Penyeberangan Perintis Antarprovinsi Untuk Barang,S3,1,81000000,1,4,2,3,0,1,Smartphone,0,5,"Gang Peta No. 590
Bontang, Sulawesi Tengah 54230","Jalan Rumah Sakit No. 668
Bengkulu, BA 26475",Jalan Sedang,Perum,Lainnya,Pusat kota,"-1.6, 103.61667",Rumah Susun Jalan Haji Abdulrahman Saleh,Ut explicabo neque molestias occaecati.,Condominium complex,"Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",,Jalan Haji Abdulrahman Saleh,Jambi,36134,Jambi,1,2,2,1,3,0,77,2,0,4
2023-03-16 13:47:34.163931,172.27.82.118,1610074910590008,"Cut Icha Suwarno, S.IP",64,P,Cerai Mati,1,Fashion stylist,Staff,43211,Instalasi Listrik,D3,2,293000000,2,2,0,2,3,2,PC,4,3,"Jl. Ir. H. Djuanda No. 258
Sorong, SS 13054","Jl. Ir. H. Djuanda No. 258
Sorong, SS 13054",Jalan Kecil,Apartemen,Perorangan Orang Lain,Kawasan pegunungan,"-7.01833, 107.60389",Rumah ,Exercitationem sequi culpa necessitatibus exercitationem temporibus quidem labore.,Apartment complex,"Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",,,,40288,Jawa Barat,3,2,1,3,2,2,43,1,0,1
2023-03-16 13:47:36.171859,10.33.214.129,3520076310550001,Atmaja Agustina,68,P,Cerai Hidup,0,Fisherman/fisheries,Staff,47999,"Perdagangan Eceran Bukan Di Toko, Kios, Kaki Lima Dan Los Pasar Lainnya Ytdl",S3,2,811000000,0,1,0,1,2,4,PC,0,6,"Jalan K.H. Wahid Hasyim No. 7
Malang, AC 35900","Jalan K.H. Wahid Hasyim No. 7
Malang, AC 35900",Jalan Kecil,Perum,Lainnya,Kawasan komersial,"-7.984386099999999, 112.6288612",Kontrakan Jalan Kyai Haji Wahid Hasyim,Hic tempore iure.,Apartment complex,"Jalan K.H. Wahid Hasyim No. 7
Malang, AC 35900",,Jalan Kyai Haji Wahid Hasyim,,65119,Jawa Timur,3,1,1,3,3,2,6,0,2,0
2023-03-16 13:47:36.994147,192.168.56.18,3316025010990008,Irsad Firmansyah,24,P,Kawin,0,Nun,Manager,84139,Kegiatan Lembaga Pemerintahan Untuk Menciptakan Efisiensi Produksi Dan Bisnis Lainnya,SMA/SMK,2,633000000,2,1,1,0,3,3,Smartphone,4,4,"Gang Yos Sudarso No. 5
Kediri, BA 55868","Jalan Moch. Toha No. 99
Manado, Jawa Tengah 37420",Jalan Besar,Apartemen,Perorangan Pribadi,Kawasan perumahan elite,"-7.150975, 110.1402594",Rumah Susun ,Maiores veniam nobis quisquam nesciunt.,Townhouse,"Jalan Moch. Toha No. 99
Manado, Jawa Tengah 37420",,,,,Central Java,2,2,1,1,3,1,63,2,2,4
2023-03-16 13:47:37.579558,10.203.17.204,3305110307970002,"Hj. Zulfa Prakasa, S.Sos",26,L,Cerai Mati,5,Lawyer,Supervisor,3263,Jasa Pasca Panen Budidaya Ikan Air Payau,S3,2,494000000,0,2,2,0,4,4,Smartphone,5,4,"Gg. Jayawijaya No. 5
Bima, BA 07939","Gg. Jayawijaya No. 5
Bima, BA 07939",Jalan Kecil,Apartemen,Pemerintah,Kawasan perumahan elite,"-7.791816799999999, 110.4007221",Mess Gang Jaya Wijaya,Nemo reiciendis aspernatur est quisquam recusandae.,House,"Gg. Jayawijaya No. 5
Bima, BA 07939",,Gang Jaya Wijaya,,55198,Daerah Istimewa Yogyakarta,1,3,2,1,1,1,90,2,2,3
2023-03-16 13:47:38.362491,172.22.159.44,1703160502590005,Purwanto Pranowo,64,L,Cerai Hidup,4,Shoe repairman,Staff,3119,Penangkapan Biota Air Lainnya Di Laut,D3,0,964000000,0,1,4,4,0,1,PC,3,1,"Gg. Rungkut Industri No. 052
Pematangsiantar, LA 61959","Gg. Rungkut Industri No. 052
Pematangsiantar, LA 61959",Jalan Besar,Villa,Perusahaan,Kawasan perumahan elite,"-7.51611, 109.05389",Mess ,Explicabo quis quisquam pariatur soluta.,Condominium complex,"Wangon, Banyumas, Jawa Tengah, Indonesia",,,,,Jawa Tengah,2,2,1,2,2,1,58,1,0,2
2023-03-16 13:47:41.093090,10.106.255.50,3214074603850005,Ridwan Utami,38,P,Duda,5,Regent/Mayor,Supervisor,38120,Pengumpulan Sampah Berbahaya,SMA/SMK,4,241000000,2,2,3,2,3,4,Laptop,5,6,"Gg. Sukajadi No. 472
Malang, Jawa Tengah 43559","Gg. Pasteur No. 1
Palangkaraya, MU 85659",Jalan Kecil,Villa,Lainnya,Pusat kota,"-7.9666204, 112.6326321",Mess ,Beatae in quae beatae fugit similique.,Apartment complex,"Gg. Sukajadi No. 472
Malang, Jawa Tengah 43559",,,Malang,,East Java,4,1,0,3,4,2,29,0,0,0
2023-03-16 13:47:41.896578,10.138.42.136,1509012806710003,Silvia Rahmawati,52,L,Janda,5,Vice President,Supervisor,7309,Pertambangan Bijih Logam Mulia Lainnya,S1,1,153000000,0,4,3,4,3,1,Laptop,1,6,"Gang KH Amin Jasuta No. 574
Kota Administrasi Jakarta Pusat, Sumatera Selatan 09000","Gang KH Amin Jasuta No. 574
Kota Administrasi Jakarta Pusat, Sumatera Selatan 09000",Jalan Besar,Kontrakan,Perusahaan,Kawasan pegunungan,"3.7278, 98.6738",Apartemen ,Expedita eligendi enim nobis nulla optio.,House,"Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Labuhan Deli,,Kota Medan,20253,Sumatera Utara,1,4,1,0,0,0,98,3,0,1
2023-03-16 13:47:49.631470,192.168.45.71,3529241810730001,Azalea Hidayat,50,L,Duda,0,Transportation,Staff,15112,Industri Penyamakan Kulit,SMA/SMK,3,102000000,2,0,3,4,1,0,Laptop,1,7,"Gg. Tubagus Ismail No. 54
Palembang, Jawa Barat 97514","Gg. Cempaka No. 12
Medan, KI 83349",Jalan Besar,Kontrakan,Lainnya,Kawasan perumahan miskin,"3.31332, 117.59152",Perum ,Veritatis sunt totam sapiente nesciunt consequatur necessitatibus.,Condominium complex,"Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",,,Tarakan,77112,Kalimantan Utara,2,3,1,1,1,1,87,2,0,4
