datetime,ip_address,NIK,applicant_name,age,gender,marital_status,number_of_dependents,occupation,job_position,job_specific_code,job_specific,education_level,user_income,collateral_value_of_on_site_assets,average_loans_taken_in_the_same_location,last_credit_history,other_credit_history1,other_credit_history2,other_credit_history3,worst_credit_performance,hardware,operating_system_type,browser,home_address,domicile_address,road_type,building_type,building_owner,building_location,gmaps_coordinates,gmaps_location_name,gmpas_location_description,gmaps_category,gmaps_address,gmaps_neighborhood,gmaps_street,gmaps_city,gmaps_postal_code,gmaps_state,total_population,average_income_of_the_population_in_the_area,education_of_the_population_in_the_area,unemployment_rate_in_the_area,crime_rate_in_the_area,poverty_rate_in_the_area,length_of_stay_at_domicile_address,address_stability,domicile_address_and_location_suitability,credit_risk
2023-03-16 11:28:11.429195,172.29.162.24,1109080902790007,Liman Hastuti,44,L,Belum Kawin,3,"Geneticist, molecular",Direktur,47752,Perdagangan Eceran Hewan Ternak,D3,0,161000000,3,2,2,3,1,1,PC,4,3,"Gg. Jakarta No. 645
Blitar, Kalimantan Barat 88344","Gg. Pasirkoja No. 87
Palangkaraya, JI 30450",Jalan Kecil,Rumah Susun,Pemerintah,Kawasan komersial,"-2.2161048, 113.913977",Rumah Susun ,Illo minus at.,Condominium complex,"Gg. Pasirkoja No. 87
Palangkaraya, JI 30450",,,Palangkaraya,,Central Kalimantan,0,3,4,0,2,0,99,3,2,4
2023-03-16 11:28:11.812579,10.63.202.181,3306014703730001,"Septi Hidayat, M.Pd",50,P,Cerai Hidup,3,Health physicist,Direktur,23969,"Industri Barang Dari Marmer, Granit Dan Batu Lainnya",S1,0,518000000,0,4,0,2,2,2,Laptop,2,2,"Gang Jend. Sudirman No. 2
Cilegon, JI 69580","Gang Jend. Sudirman No. 2
Cilegon, JI 69580",Jalan Kecil,Kontrakan,Perorangan Pribadi,Kawasan perumahan elite,"-6.004913, 106.036483",Rumah Jalan Jendral Sudirman,Adipisci ad molestias neque sequi.,Apartment complex,"Gang Jend. Sudirman No. 2
Cilegon, JI 69580",,Jalan Jendral Sudirman,,42431,Banten,0,3,1,0,0,1,120,3,2,3
2023-03-16 11:28:12.243888,192.168.159.145,1607044609740008,Artanto Permata,49,P,Cerai Mati,4,"Engineer, broadcasting (operations)",Manager,51203,Angkutan Udara Berjadwal Luar Negeri Untuk Barang,SMA/SMK,0,457000000,3,2,4,1,2,0,PC,2,0,"Jl. Astana Anyar No. 48
Kota Administrasi Jakarta Pusat, GO 50138","Jl. Astana Anyar No. 48
Kota Administrasi Jakarta Pusat, GO 50138",Jalan Kecil,Rumah,Lainnya,Kawasan pertanian,"-6.1805113, 106.8283831",Rumah ,Hic soluta magnam iusto occaecati.,Retirement home,"Jl. Astana Anyar No. 48
Kota Administrasi Jakarta Pusat, GO 50138",,,Central Jakarta,,Jakarta,1,2,2,2,0,0,64,2,2,2
2023-03-16 11:28:12.672438,172.20.46.14,7315061804750009,Calista Mansur,48,L,Janda,1,Water quality scientist,Supervisor,47779,Perdagangan Eceran Bahan Bakar Lainnya,D3,0,240000000,2,0,3,1,3,1,PC,3,5,"Jalan Pasirkoja No. 051
Tual, Kalimantan Utara 32657","Jalan Kiaracondong No. 864
Metro, BE 81372",Jalan Sedang,Villa,Perorangan Pribadi,Kawasan pegunungan,"-7.57897, 112.23109",Perum ,Assumenda ad necessitatibus.,House,"Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",,,,61471,Jawa Timur,2,1,0,3,3,1,50,1,0,3
2023-03-16 11:28:14.145106,172.28.192.15,7415017107780009,"Chelsea Pradipta, S.I.Kom",45,P,Duda,1,Environmental health practitioner,Supervisor,16230,Industri Wadah Dari Kayu,S2,0,838000000,1,1,3,0,4,3,Smartphone,0,3,"Gang Otto Iskandardinata No. 74
Banjarmasin, JB 85310","Jl. Laswi No. 81
Palembang, Kalimantan Selatan 92999",Jalan Sedang,Kontrakan,Pemerintah,Kawasan pertanian,"-3.3186067, 114.5943784",Perum ,Aut alias nesciunt voluptatum vitae ipsum.,House,"Gang Otto Iskandardinata No. 74
Banjarmasin, JB 85310",,,Banjarmasin,,South Kalimantan,3,1,0,3,2,2,56,1,0,2
2023-03-16 11:28:14.556911,172.17.178.117,7301101705620008,Xanana Laksmiwati,61,L,Cerai Hidup,2,Private music teacher,Manager,47821,Perdagangan Eceran Kaki Lima Dan Los Pasar Beras,D4,4,142000000,2,3,1,1,4,1,Smartphone,4,7,"Gg. Gegerkalong Hilir No. 16
Depok, MA 26405","Jl. Gedebage Selatan No. 3
Lubuklinggau, Jambi 84239",Jalan Kecil,Apartemen,Perorangan Orang Lain,Kawasan pertanian,"-3.2995858, 102.857236",Perum ,Aliquid porro cupiditate laborum corporis tempore.,Duplex,"Jl. Gedebage Selatan No. 3
Lubuklinggau, Jambi 84239",,,Lubuklinggau,,South Sumatra,3,0,0,3,4,2,8,0,2,0
2023-03-16 11:28:14.974045,10.132.115.38,1903051902860000,"Ir. Artanto Salahudin, S.Psi",37,L,Cerai Mati,3,Financial planner,Direktur,2118,Pengusahaan Hutan Ekaliptus,D3,2,226000000,1,1,3,2,0,2,PC,2,1,"Gang Lembong No. 341
Tanjungbalai, Nusa Tenggara Barat 72113","Gang Soekarno Hatta No. 9
Bukittinggi, Sulawesi Tengah 47869",Jalan Besar,Rumah Susun,Lainnya,Kawasan perumahan padat penduduk,"-1.6, 103.61667",Apartemen Jalan Haji Abdulrahman Saleh,Minus illo quidem.,Townhouse,"Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",,Jalan Haji Abdulrahman Saleh,Jambi,36134,Jambi,1,3,2,1,2,0,88,2,0,0
2023-03-16 11:28:16.403566,10.180.154.4,7317040805700005,Intan Hartati,53,L,Belum Kawin,5,Secretary/administrator,Supervisor,87901,Aktivitas Panti Asuhan Pemerintah,S2,3,882000000,0,2,0,2,2,0,PC,5,3,"Gg. Sentot Alibasa No. 675
Metro, AC 59091","Gg. Cikutra Barat No. 9
Padang Sidempuan, SN 57853",Jalan Kecil,Kontrakan,Lainnya,Kawasan perumahan padat penduduk,,Mess ,At repellendus eum sequi id iure.,,"Gg. Sentot Alibasa No. 675
Metro, AC 59091",,,,,,3,1,2,2,2,1,33,1,0,3
2023-03-16 11:28:16.658287,192.168.12.4,6407186408630008,Puti Hani Tamba,60,P,Kawin,1,Hydrographic surveyor,Manager,74902,Aktivitas Konsultasi Bisnis Dan Broker Bisnis,S3,4,674000000,3,1,3,3,2,3,Smartphone,5,6,"Jl. HOS. Cokroaminoto No. 53
Depok, RI 25515","Jl. HOS. Cokroaminoto No. 53
Depok, RI 25515",Jalan Besar,Kost-kostan,Lainnya,Kawasan perumahan padat penduduk,"-6.4024844, 106.7942405",Apartemen ,Nesciunt libero sint similique atque magnam.,Retirement home,"Jl. HOS. Cokroaminoto No. 53
Depok, RI 25515",,,,,West Java,3,0,1,3,4,3,4,0,2,2
2023-03-16 11:28:16.974251,172.31.200.176,1110145707560003,Ir. Anita Damanik,67,P,Kawin,1,Mining engineer,Direktur,84113,"Lembaga Eksekutif Keuangan, Perpajakan Dan Bea Cukai",S2,0,951000000,3,2,4,0,4,0,Laptop,3,1,"Gg. W.R. Supratman No. 571
Cilegon, Kalimantan Tengah 64120","Gg. Otto Iskandardinata No. 78
Cimahi, Nusa Tenggara Barat 04796",Jalan Sedang,Kost-kostan,Pemerintah,Kawasan perumahan padat penduduk,"-7.01833, 107.60389",Rumah ,Repellat dicta accusantium.,Dormitory,"Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",,,,40288,Jawa Barat,0,4,3,1,1,1,102,3,0,4
2023-03-16 11:28:18.963393,172.30.207.37,7402102009700005,Rika Pertiwi,53,L,Cerai Mati,4,"Engineer, production",Direktur,3124,Penangkapan/pengambilan Tumbuhan Air Di Perairan Umum,D4,3,943000000,2,4,4,0,4,0,Laptop,2,4,"Gg. Veteran No. 69
Cirebon, KS 82815","Jl. Ciumbuleuit No. 794
Lhokseumawe, Jawa Tengah 84275",Jalan Besar,Villa,Perorangan Orang Lain,Kawasan perumahan padat penduduk,,Rumah ,Temporibus dolorem omnis vitae laudantium.,,"Gg. Veteran No. 69
Cirebon, KS 82815",,,,,,2,3,2,1,1,2,88,2,0,3
2023-03-16 11:28:19.207312,192.168.113.43,1213196811560000,Tantri Wibowo,67,P,Kawin,2,Energy engineer,Manager,16211,Industri Kayu Lapis,D3,2,430000000,3,4,4,0,0,1,Laptop,5,0,"Gang Waringin No. 500
Tanjungbalai, JK 00254","Gang Waringin No. 500
Tanjungbalai, JK 00254",Jalan Sedang,Mess,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"2.9659488, 99.79835059999999",Villa ,Nemo modi sunt aperiam at aliquid omnis culpa.,Condominium complex,"Gang Waringin No. 500
Tanjungbalai, JK 00254",,,Tanjung Balai,,North Sumatra,2,3,1,1,1,2,79,2,2,2
2023-03-16 11:28:19.450355,172.21.171.248,3314052507520005,Karman Mulyani,71,L,Cerai Hidup,3,"Conservation officer, historic buildings",Staff,91022,Museum Yang Dikelola Swasta,S3,4,798000000,1,1,2,1,0,2,Smartphone,3,6,"Jalan Kapten Muslihat No. 76
Pontianak, Aceh 32376","Jalan Kapten Muslihat No. 76
Pontianak, Aceh 32376",Jalan Kecil,Kontrakan,Perorangan Pribadi,Kawasan perumahan miskin,"4.695135, 96.7493993",Apartemen ,Asperiores est corporis sed quo repellat cumque.,Condominium complex,"Jalan Kapten Muslihat No. 76
Pontianak, Aceh 32376",,,,,Aceh,3,1,1,3,4,3,20,0,2,1
2023-03-16 11:28:19.730216,10.235.110.28,9111020710510003,Ade Budiyanto,72,L,Janda,3,"Presenter, broadcasting",Direktur,8920,Ekstraksi Tanah Gemuk (peat),S1,1,799000000,1,4,0,2,1,0,PC,1,1,"Jalan Sadang Serang No. 2
Bandar Lampung, Sumatera Utara 55561","Gang Peta No. 02
Salatiga, Kalimantan Utara 19747",Jalan Besar,Villa,Perorangan Orang Lain,Kawasan pertanian,"-6.48167, 106.85417",Rumah ,Reiciendis illo assumenda laudantium corrupti.,Retirement home,"Cibinong, Bogor, Jawa Barat, 16911, Indonesia",,,,16911,Jawa Barat,1,4,2,1,2,0,104,3,0,2
2023-03-16 11:28:21.024792,10.96.19.2,6303184910960004,"Zulfa Mandala, M.Pd",27,P,Kawin,2,"Scientist, clinical (histocompatibility and immunogenetics)",Supervisor,92000,Aktivitas Perjudian Dan Pertaruhan,S3,3,260000000,0,4,4,3,2,3,PC,5,5,"Jl. R.E Martadinata No. 7
Jayapura, Jawa Barat 38596","Jl. R.E Martadinata No. 7
Jayapura, Jawa Barat 38596",Jalan Besar,Kost-kostan,Perorangan Orang Lain,Kawasan wisata,"-6.9682958, 108.4892207",Kontrakan Jalan RE. Martadinata,Dolores culpa corporis laboriosam omnis tempora dolor temporibus.,Duplex,"Jl. R.E Martadinata No. 7
Jayapura, Jawa Barat 38596",,Jalan RE. Martadinata,,45511,Jawa Barat,4,0,1,4,3,2,16,0,2,0
2023-03-16 11:28:21.377211,172.19.16.10,3312052912550009,Damu Tamba,68,L,Cerai Hidup,0,"Surveyor, land/geomatics",Staff,14112,Industri Pakaian Jadi (konveksi) Dari Kulit,D4,1,254000000,2,1,1,3,3,1,Smartphone,2,7,"Jalan Siliwangi No. 8
Depok, BB 32503","Jalan Astana Anyar No. 69
Probolinggo, Sulawesi Tengah 18011",Jalan Besar,Rumah Susun,Lainnya,Kawasan perumahan miskin,"-6.400744599999999, 106.8277469",Perum Jalan Siliwangi,Eligendi cupiditate asperiores sed consectetur explicabo deserunt.,Condominium complex,"Jalan Siliwangi No. 8
Depok, BB 32503",,Jalan Siliwangi,,16431,Jawa Barat,4,0,1,4,4,2,17,0,0,1
2023-03-16 11:28:21.730539,10.191.71.111,5303102101620000,Cici Marpaung,61,L,Kawin,1,Meteorologist,Supervisor,91034,Taman Wisata Alam,S1,0,660000000,0,1,3,1,4,1,Laptop,1,5,"Jalan Surapati No. 415
Ternate, AC 23920","Gang Otto Iskandardinata No. 76
Padangpanjang, Papua 50564",Jalan Besar,Rumah Susun,Perorangan Pribadi,Kawasan perumahan elite,"-6.897853599999999, 107.6334027",Villa Jalan Surapati,Molestias tempore sed dolores ipsum.,Dormitory,"Jalan Surapati No. 415
Ternate, AC 23920",,Jalan Surapati,,40123,Jawa Barat,3,0,0,3,4,3,26,0,0,2
2023-03-16 11:28:22.572382,10.61.210.92,5321032409620008,"Puti Widya Pratiwi, S.Gz",61,L,Belum Kawin,4,Community development worker,Supervisor,38120,Pengumpulan Sampah Berbahaya,D4,0,400000000,3,2,3,3,2,0,Laptop,0,5,"Jl. Cikutra Barat No. 9
Bandar Lampung, Jawa Timur 87168","Jalan K.H. Wahid Hasyim No. 348
Balikpapan, Papua Barat 75492",Jalan Sedang,Perum,Perorangan Orang Lain,Kawasan perumahan miskin,"-1.3361154, 133.1747162",Kost-kostan ,Totam pariatur praesentium sint.,House,"Jalan K.H. Wahid Hasyim No. 348
Balikpapan, Papua Barat 75492",,,,,West Papua,1,2,3,2,1,0,85,2,0,3
2023-03-16 11:28:22.856088,192.168.84.193,1601280912610007,"Cut Ina Hasanah, M.TI.",62,L,Kawin,0,Homeopath,Supervisor,88901,Aktivitas Sosial Pemerintah Di Luar Panti Lainnya,D3,4,81000000,1,4,1,1,1,3,Laptop,5,3,"Jl. Ir. H. Djuanda No. 45
Denpasar, Kalimantan Timur 66994","Gg. Bangka Raya No. 8
Bengkulu, Bali 26475",Jalan Besar,Rumah,Perusahaan,Kawasan komersial,"-1.6, 103.61667",Rumah Susun Jalan Haji Abdulrahman Saleh,Ut explicabo neque molestias occaecati.,Townhouse,"Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",,Jalan Haji Abdulrahman Saleh,Jambi,36134,Jambi,0,4,3,0,2,1,98,3,0,1
2023-03-16 11:28:24.182635,172.27.82.118,1805021505630008,"Cut Icha Suwarno, S.IP",60,L,Belum Kawin,0,Training and development officer,Supervisor,42216,Konstruksi Sinyal Dan Telekomunikasi Kereta Api,S2,1,355000000,0,3,4,2,0,0,Laptop,5,6,"Jl. Ir. H. Djuanda No. 258
Sorong, SS 13054","Gg. Jamika No. 2
Solok, BA 33003",Jalan Besar,Kontrakan,Perusahaan,Pusat kota,,Mess ,Perferendis quibusdam rem consectetur impedit molestias ratione.,,"Gg. Jamika No. 2
Solok, BA 33003",,,,,,3,1,0,2,3,1,60,1,0,1
2023-03-16 11:28:24.296822,10.227.196.241,3212264309500000,"Reksa Marbun, S.I.Kom",73,P,Duda,0,Radio producer,Staff,47812,Perdagangan Eceran Kaki Lima Dan Los Pasar Komoditi Buah-buahan,D4,4,916000000,2,1,2,4,1,3,PC,2,1,"Jl. BKR No. 07
Tidore Kepulauan, Jambi 60855","Jl. BKR No. 07
Tidore Kepulauan, Jambi 60855",Jalan Besar,Perum,Lainnya,Kawasan industri,"-1.6101229, 103.6131203",Kontrakan ,Ducimus natus ex illum repellat vero adipisci.,Residential neighbourhood,"Jl. BKR No. 07
Tidore Kepulauan, Jambi 60855",,,Jambi,,Jambi,3,2,0,2,2,2,36,1,2,3
2023-03-16 11:28:24.587032,172.28.133.107,7501020101590003,R.M. Bala Agustina,64,L,Kawin,4,Fashion designer,Supervisor,1137,Pertanian Bit Gula Dan Tanaman Pemanis Bukan Tebu,S3,2,964000000,1,4,1,1,2,3,Smartphone,4,1,"Jalan Waringin No. 742
Kendari, SS 39919","Jalan Waringin No. 742
Kendari, SS 39919",Jalan Kecil,Mess,Lainnya,Kawasan perumahan padat penduduk,"-7.81667, 112.01667",Mess ,Porro sapiente sapiente hic quisquam a voluptatem minus.,Retirement home,"Kota, Kediri, Jawa Timur, Jawa, 64123, Indonesia",,,Kediri,64123,Jawa Timur,4,1,0,4,4,3,14,0,0,1
2023-03-16 11:28:26.231759,172.19.70.111,9203090310990007,"Akarsana Nainggolan, S.Gz",24,L,Belum Kawin,4,Technical author,Staff,13922,Industri Barang Jadi Tekstil Sulaman,SMA/SMK,1,484000000,0,1,2,4,1,0,Laptop,1,7,"Jalan Dipenogoro No. 67
Bau-Bau, Kalimantan Tengah 74079","Jalan Dipenogoro No. 67
Bau-Bau, Kalimantan Tengah 74079",Jalan Kecil,Rumah,Lainnya,Kawasan komersial,"-1.6814878, 113.3823545",Perum ,Ad commodi maxime veritatis eos.,Dormitory,"Jalan Dipenogoro No. 67
Bau-Bau, Kalimantan Tengah 74079",,,,,Central Kalimantan,1,3,3,0,2,0,94,3,2,4
2023-03-16 11:28:26.580255,10.37.152.210,6112086503560007,"Sutan Garang Santoso, M.Ak",67,P,Duda,4,"Engineer, chemical",Manager,84139,Kegiatan Lembaga Pemerintahan Untuk Menciptakan Efisiensi Produksi Dan Bisnis Lainnya,SMA/SMK,2,441000000,2,1,1,0,3,3,Smartphone,4,4,"Gg. Jend. Sudirman No. 076
Kotamobagu, Sulawesi Tengah 25274","Gang Joyoboyo No. 395
Sibolga, Gorontalo 65385",Jalan Besar,Apartemen,Perorangan Pribadi,Kawasan perumahan elite,"0.5435441999999999, 123.0567693",Rumah Susun ,Quos necessitatibus beatae in quae beatae.,Townhouse,"Gang Joyoboyo No. 395
Sibolga, Gorontalo 65385",,,Gorontalo,,Gorontalo,2,2,1,1,3,1,63,2,2,4
2023-03-16 11:28:27.095590,10.233.227.48,3305110307970003,Karimah Rahmawati,26,L,Cerai Mati,5,Drilling engineer,Supervisor,3263,Jasa Pasca Panen Budidaya Ikan Air Payau,S3,2,153000000,0,2,2,0,4,4,Smartphone,5,4,"Jalan Rumah Sakit No. 47
Pekalongan, SR 90000","Jalan Rumah Sakit No. 47
Pekalongan, SR 90000",Jalan Kecil,Apartemen,Pemerintah,Kawasan perumahan elite,"-6.9180424, 107.6987438",Mess Jalan Rumah Sakit,Expedita eligendi enim nobis nulla optio.,House,"Jalan Rumah Sakit No. 47
Pekalongan, SR 90000",,Jalan Rumah Sakit,,45474,Jawa Barat,1,3,2,1,1,1,90,2,2,3
2023-03-16 11:28:27.424776,192.168.45.71,1703160502590001,Azalea Hidayat,64,L,Cerai Hidup,4,Building services engineer,Supervisor,66197,Lembaga Kliring Dan Penjaminan Berjangka,S2,1,208000000,1,0,0,1,4,4,Smartphone,0,2,"Gang Rumah Sakit No. 5
Palangkaraya, ST 59751","Gang Rumah Sakit No. 5
Palangkaraya, ST 59751",Jalan Kecil,Kontrakan,Perorangan Pribadi,Kawasan perumahan padat penduduk,"-8.43333, 114.33333",Villa ,Sed alias molestiae labore itaque.,Gated community,"Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",,,Banyuwangi,,Jawa Timur,4,0,1,3,3,3,28,0,0,0
2023-03-16 11:28:29.098131,172.19.101.3,1309035805700004,Sutan Drajat Wijayanti,53,P,Cerai Hidup,1,Travel agency manager,Supervisor,52299,Aktivitas Penunjang Angkutan Lainnya Ytdl,S3,1,569000000,3,0,4,2,2,3,Laptop,3,5,"Gg. Indragiri No. 21
Tomohon, Kepulauan Bangka Belitung 29590","Gg. K.H. Wahid Hasyim No. 054
Depok, KB 41206",Jalan Besar,Apartemen,Perusahaan,Pusat kota,"-6.4024844, 106.7942405",Villa ,Optio molestias similique reprehenderit.,Duplex,"Gg. K.H. Wahid Hasyim No. 054
Depok, KB 41206",,,,,West Java,3,1,1,3,4,2,1,0,2,2
