datetime,nik,applicant_name,age,gender,marital_status,occupation,job_position,job_specific,job_specific_code,education_level,home_lat,home_lon,home_coordinate,home_address,home_road_type,home_building_type,home_building_owner,home_building_location,domicile_lat,domicile_lon,domicile_coordinate,domicile_address,domicile_road_type,domicile_building_type,domicile_building_owner,domicile_building_location,company_lat,company_lon,company_coordinate,company_address,company_road_type,company_building_type,company_building_owner,company_building_location,now_lat,now_lon,now_coordinate,last_1_week_lat,last_1_week_lon,last_1_week_coordinate,last_2_week_lat,last_2_week_lon,last_2_week_coordinate,last_3_week_lat,last_3_week_lon,last_3_week_coordinate,last_4_week_lat,last_4_week_lon,last_4_week_coordinate,now_distance,last_1_week_distance,last_2_week_distance,last_3_week_distance,last_4_week_distance,average_distance,length_of_stay,total_population,income_rate,unemployment_rate,education_rate,crime_rate,poverty_rate,address_stability,address_suitability,credit_score,credit_score_category
2023-04-13 14:15:04.568112,6303034501660004,Makuta Namaga,57,P,Belum Kawin,Vice Mayor,Staff,Perdagangan Eceran Sepeda Motor Bekas,45404,S1,-7.51611,109.05389,"-7.51611, 109.05389","Wangon, Banyumas, Jawa Tengah, Indonesia",Jalan Sedang,Perumahan,Lainnya,Kawasan Industri,-7.51611,109.05389,"-7.51611, 109.05389","Wangon, Banyumas, Jawa Tengah, Indonesia",Jalan Sedang,Perumahan,Lainnya,Kawasan Industri,-7.51611,109.05389,"-7.51611, 109.05389","Wangon, Banyumas, Jawa Tengah, Indonesia",Jalan Besar,Rumah Susun,Perorangan Orang Lain,Kawasan Wisata,-7.54972,110.71639,"-7.54972, 110.71639",-1.26753,116.82887,"-1.26753, 116.82887",-7.54972,110.71639,"-7.54972, 110.71639",-7.54972,110.71639,"-7.54972, 110.71639",-7.54972,110.71639,"-7.54972, 110.71639",183519.5464679108,1105186.856555623,183519.5464679108,183519.5464679108,183519.5464679108,367853.0084854532,1 - 2 Tahun,Sangat Rendah,Sangat Tinggi,Sedang,Tinggi,Rendah,Rendah,Stabil,Tidak Sesuai,50.75,Good
2023-04-13 14:15:09.246906,1471024601830001,"drg. Imam Padmasari, M.Pd",40,P,Kawin,Fashion stylist,Manager,Reparasi Peralatan Listrik Lainnya,33149,D3,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Kecil,Apartemen,Pemerintah,Kawasan Wisata,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Kecil,Apartemen,Pemerintah,Kawasan Wisata,3.7278,98.6738,"3.7278, 98.6738","Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Jalan Sedang,Rumah Susun,Perorangan Orang Lain,Kawasan Komersial,-8.43333,114.33333,"-8.43333, 114.33333",-1.26424,104.09701,"-1.26424, 104.09701",-7.81667,112.01667,"-7.81667, 112.01667",-8.43333,114.33333,"-8.43333, 114.33333",-8.43333,114.33333,"-8.43333, 114.33333",1384204.5568945734,0.0,1138667.291327851,1384204.5568945734,1384204.5568945734,1058256.1924023142,< 1 Tahun,Sangat Rendah,Tinggi,Rendah,Sangat Rendah,Sangat Rendah,Rendah,Stabil,Tidak Sesuai,45.5,Fair
2023-04-13 14:15:12.074002,9116111802670002,Gilda Nasyiah,56,L,Cerai Hidup,Entrepreneur,Manager,Perdagangan Besar Sepeda Motor Baru,45401,D4,-7.54972,110.71639,"-7.54972, 110.71639","Kertonatan, Sukoharjo, Jawa Tengah, 57165, Indonesia",Jalan Besar,Perumahan,Perorangan Orang Lain,Kawasan Perumahan,-6.48167,106.85417,"-6.48167, 106.85417","Cibinong, Bogor, Jawa Barat, 16911, Indonesia",Jalan Kecil,Rumah Susun,Pemerintah,Kawasan Wisata,-7.81667,112.01667,"-7.81667, 112.01667","Kota, Kediri, Jawa Timur, Jawa, 64123, Indonesia",Jalan Besar,Apartemen,Perorangan Pribadi,Kawasan Pegunungan,-8.43333,114.33333,"-8.43333, 114.33333",-6.48167,106.85417,"-6.48167, 106.85417",-6.48167,106.85417,"-6.48167, 106.85417",-3.5403,118.9707,"-3.5403, 118.9707",3.7278,98.6738,"3.7278, 98.6738",853278.8142006674,0.0,0.0,1382328.561636488,1449518.2570435912,737025.1265761494,3 - 4 Tahun,Sangat Tinggi,Sangat Tinggi,Sangat Tinggi,Sangat Rendah,Sedang,Rendah,Tidak stabil,Tidak Sesuai,33.25,Fair
2023-04-13 14:15:20.749265,3509031501590008,Ganda Simbolon,64,L,Belum Kawin,Mayor,Manager,Angkutan Laut Dalam Negeri Perintis Untuk Barang,50134,D3,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Sedang,Rumah,Perorangan Pribadi,Kawasan Perumahan,3.3285,99.1625,"3.3285, 99.1625","Rumah Sakit Umum Herna, Jalan Veteran, Tebing Tinggi, Kota Tebing Tinggi, Sumatera Utara, 20600, Indonesia",Jalan Kecil,Perumahan,Lainnya,Kawasan Komersial,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Sedang,Perumahan,Perorangan Orang Lain,Kawasan Wisata,-7.81667,112.01667,"-7.81667, 112.01667",-7.01833,107.60389,"-7.01833, 107.60389",-7.81667,112.01667,"-7.81667, 112.01667",-7.81667,112.01667,"-7.81667, 112.01667",-7.81667,112.01667,"-7.81667, 112.01667",1885956.6450877597,1479447.7400602754,1885956.6450877597,1885956.6450877597,1885956.6450877597,1804654.864082263,< 1 Tahun,Sangat Tinggi,Sangat Tinggi,Sedang,Sedang,Sangat Rendah,Sedang,Stabil,Tidak Sesuai,38.5,Fair
2023-04-13 14:15:25.840400,1275024901960000,Laswi Maheswara,27,P,Belum Kawin,Event promoter,Staff,"Perdagangan Besar Mesin Kantor Dan Industri, Suku Cadang Dan Perlengkapannya",46591,S3,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Orang Lain,Kawasan Komersial,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Orang Lain,Kawasan Komersial,0.51667,101.44167,"0.51667, 101.44167","Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",Jalan Besar,Apartemen,Lainnya,Kawasan Wisata,-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",0.0,0.0,0.0,0.0,0.0,0.0,1 - 2 Tahun,Sangat Tinggi,Tinggi,Tinggi,Rendah,Tinggi,Rendah,Stabil,Sangat Sesuai,70.25,Very Good
2023-04-13 14:15:31.648291,3525052701550009,Puti Kusumo,68,L,Cerai Hidup,Student,Supervisor,Industri Pakaian Jadi Rajutan,14301,S1,-6.48167,106.85417,"-6.48167, 106.85417","Cibinong, Bogor, Jawa Barat, 16911, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Pribadi,Kawasan Komersial,-6.48167,106.85417,"-6.48167, 106.85417","Cibinong, Bogor, Jawa Barat, 16911, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Pribadi,Kawasan Komersial,-7.81667,112.01667,"-7.81667, 112.01667","Kota, Kediri, Jawa Timur, Jawa, 64123, Indonesia",Jalan Besar,Perumahan,Pemerintah,Kawasan Komersial,-6.48167,106.85417,"-6.48167, 106.85417",-6.48167,106.85417,"-6.48167, 106.85417",-3.5403,118.9707,"-3.5403, 118.9707",-6.48167,106.85417,"-6.48167, 106.85417",-6.48167,106.85417,"-6.48167, 106.85417",0.0,0.0,1382328.561636488,0.0,0.0,276465.7123272976,3 - 4 Tahun,Sedang,Sangat Rendah,Sedang,Rendah,Sangat Tinggi,Tinggi,Tidak stabil,Sangat Sesuai,56.25,Good
2023-04-13 14:15:35.151255,7304110504630002,Malik Prasetyo,60,L,Cerai Hidup,Lawyer,Staff,Jasa Pendidikan Manajemen Dan Perbankan,85491,S2,-7.54972,110.71639,"-7.54972, 110.71639","Kertonatan, Sukoharjo, Jawa Tengah, 57165, Indonesia",Jalan Sedang,Rumah Susun,Perorangan Orang Lain,Kawasan Pegunungan,3.31332,117.59152,"3.31332, 117.59152","Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",Jalan Besar,Rumah Susun,Perorangan Orang Lain,Kawasan Pertanian,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Besar,Rumah Susun,Perorangan Pribadi,Kawasan Pertanian,-7.51611,109.05389,"-7.51611, 109.05389",3.31332,117.59152,"3.31332, 117.59152",-6.91806,106.92667,"-6.91806, 106.92667",3.31332,117.59152,"3.31332, 117.59152",3.31332,117.59152,"3.31332, 117.59152",1527548.693131475,0.0,1638392.930092044,0.0,0.0,633188.3246447038,> 5 Tahun,Tinggi,Tinggi,Rendah,Rendah,Tinggi,Sangat Tinggi,Stabil,Tidak Sesuai,40.24999999999999,Fair
2023-04-13 14:15:39.542810,1307085406620003,Bakda Siregar,61,P,Cerai Hidup,Tailor,Supervisor,Perdagangan Eceran Minuman Tidak Beralkohol,47222,D4,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Kecil,Apartemen,Perorangan Pribadi,Kawasan Perumahan,-7.51611,109.05389,"-7.51611, 109.05389","Wangon, Banyumas, Jawa Tengah, Indonesia",Jalan Kecil,Rumah,Perorangan Orang Lain,Kawasan Perumahan,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Sedang,Rumah,Perorangan Orang Lain,Kawasan Pegunungan,-7.51611,109.05389,"-7.51611, 109.05389",-7.51611,109.05389,"-7.51611, 109.05389",-1.6,103.61667,"-1.6, 103.61667",-7.51611,109.05389,"-7.51611, 109.05389",-6.48167,106.85417,"-6.48167, 106.85417",0.0,0.0,889787.6706385394,0.0,268632.12963656377,231683.96005502064,3 - 4 Tahun,Sangat Rendah,Sangat Tinggi,Sangat Tinggi,Rendah,Sangat Rendah,Sangat Tinggi,Stabil,Sangat Sesuai,66.75,Good
2023-04-13 14:15:43.058644,3529040112660007,Kenari Winarsih,57,L,Belum Kawin,Translator,Manager,Aktivitas Arsitektur,71101,SMA/SMK,-7.51611,109.05389,"-7.51611, 109.05389","Wangon, Banyumas, Jawa Tengah, Indonesia",Jalan Kecil,Perumahan,Lainnya,Kawasan Perumahan,-7.51611,109.05389,"-7.51611, 109.05389","Wangon, Banyumas, Jawa Tengah, Indonesia",Jalan Kecil,Perumahan,Lainnya,Kawasan Perumahan,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Kecil,Perumahan,Perorangan Orang Lain,Kawasan Perumahan,-7.54972,110.71639,"-7.54972, 110.71639",-7.0981,109.3243,"-7.0981, 109.3243",-7.54972,110.71639,"-7.54972, 110.71639",-7.73379,113.69785,"-7.73379, 113.69785",-7.51611,109.05389,"-7.51611, 109.05389",183519.5464679108,55033.15628124097,183519.5464679108,512984.8042214701,0.0,187011.41068770652,3 - 4 Tahun,Rendah,Tinggi,Sedang,Sangat Rendah,Sangat Rendah,Sedang,Stabil,Tidak Sesuai,38.5,Fair
2023-04-13 14:15:48.628718,3324165710790001,"Timbul Marbun, M.Pd",44,P,Kawin,Paranormal,Direktur,Perdagangan Eceran Barang Perhiasan,47735,D4,-3.5403,118.9707,"-3.5403, 118.9707","Labuang, Majene, Sulawesi Barat, 91412, Indonesia",Jalan Besar,Rumah Susun,Lainnya,Kawasan Pertanian,-3.5403,118.9707,"-3.5403, 118.9707","Labuang, Majene, Sulawesi Barat, 91412, Indonesia",Jalan Besar,Rumah Susun,Lainnya,Kawasan Pertanian,3.31332,117.59152,"3.31332, 117.59152","Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Pribadi,Kawasan Komersial,-7.73379,113.69785,"-7.73379, 113.69785",-7.73379,113.69785,"-7.73379, 113.69785",3.31332,117.59152,"3.31332, 117.59152",-6.8048,110.8405,"-6.8048, 110.8405",-7.73379,113.69785,"-7.73379, 113.69785",745740.2562391876,745740.2562391876,773220.2719903385,970869.4937285648,745740.2562391876,796262.1068872932,3 - 4 Tahun,Sedang,Tinggi,Tinggi,Sangat Tinggi,Sedang,Sedang,Stabil,Tidak Sesuai,40.24999999999999,Fair
2023-04-13 14:15:53.956267,3311026808740000,Marsudi Saefullah,49,P,Belum Kawin,Entrepreneur,Direktur,"Industri Peralatan Kedokteran Dan Kedokteran Gigi, Perlengkapan Orthopaedic Dan Prosthetic",32502,S2,0.51667,101.44167,"0.51667, 101.44167","Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",Jalan Kecil,Rumah,Pemerintah,Kawasan Wisata,-1.26753,116.82887,"-1.26753, 116.82887","Telaga Sari, Balikpapan, Kalimantan Timur, 76112, Indonesia",Jalan Besar,Asrama,Perorangan Pribadi,Kawasan Pegunungan,-6.8048,110.8405,"-6.8048, 110.8405","Demaan, Kudus, Jawa Tengah, 59318, Indonesia",Jalan Besar,Apartemen,Lainnya,Kawasan Pertanian,-1.26753,116.82887,"-1.26753, 116.82887",-1.26753,116.82887,"-1.26753, 116.82887",-1.26753,116.82887,"-1.26753, 116.82887",-1.26753,116.82887,"-1.26753, 116.82887",-7.81667,112.01667,"-7.81667, 112.01667",0.0,0.0,0.0,0.0,899642.5518444157,179928.51036888314,3 - 4 Tahun,Rendah,Sedang,Rendah,Sangat Rendah,Sedang,Sangat Tinggi,Tidak stabil,Sangat Sesuai,65.0,Good
