datetime,ip_address,NIK,applicant_name,age,gender,marital_status,number_of_dependents,occupation,job_position,job_specific_code,job_specific,education_level,user_income,collateral_value_of_on_site_assets,average_loans_taken_in_the_same_location,last_credit_history,other_credit_history1,other_credit_history2,other_credit_history3,worst_credit_performance,hardware,operating_system_type,browser,home_address,domicile_address,road_type,building_type,building_owner,building_location,gmaps_coordinates,gmaps_location_name,gmpas_location_description,gmaps_category,gmaps_address,gmaps_neighborhood,gmaps_street,gmaps_city,gmaps_postal_code,gmaps_state,total_population,average_income_of_the_population_in_the_area,education_of_the_population_in_the_area,unemployment_rate_in_the_area,crime_rate_in_the_area,poverty_rate_in_the_area,length_of_stay_at_domicile_address,address_stability,domicile_address_and_location_suitability,credit_score,credit_score_category
2023-03-29 10:02:27.489715,10.77.107.211,7406190410710003,"Cornelia Pangestu, S.Pd",52,L,Duda,3,Nun,Staff,32909,Industri Pengolahan Lainnya Ytdl,D4,Rp 10.000.000 - Rp 15.000.000,849000000,6 - 8 Pinjaman,Macet,Kurang Lancar,Macet,Dalam Perhatian Khusus,Macet,Smartphone,macOS,Firefox,"Jl. Asia Afrika No. 340
Padangpanjang, Papua 84004","Jl. Asia Afrika No. 340
Padangpanjang, Papua 84004",Jalan Kecil,Kost-kostan,Lainnya,Kawasan perumahan miskin,"-0.4660955, 100.3984148",Apartemen ,Aliquam expedita voluptatibus consequuntur quas.,Townhouse,"Jl. Asia Afrika No. 340
Padangpanjang, Papua 84004",,,Padang Panjang,,West Sumatra,Rendah,Tinggi,Rendah,Sedang,Sangat Rendah,Sedang,80,Stabil,Sangat cocok,95,Excellent
2023-03-29 10:02:27.850356,192.168.110.91,7107105606590004,Putri Hutagalung,64,P,Cerai Hidup,3,Industry,Supervisor,86902,Aktivitas Pelayanan Kesehatan Tradisional,S3,< Rp 5.000.000,561000000,3 - 5 Pinjaman,Diragukan,Diragukan,Lancar,Kurang Lancar,Diragukan,Tablet,Windows,Edge,"Gang Sentot Alibasa No. 905
Solok, Papua 88565","Gang Sentot Alibasa No. 905
Solok, Papua 88565",Jalan Besar,Kost-kostan,Perusahaan,Kawasan industri,"-7.01833, 107.60389",Rumah ,Molestiae aliquam earum velit suscipit.,Condominium complex,"Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",,,,40288,Jawa Barat,Sedang,Sedang,Sangat Rendah,Sangat Tinggi,Sedang,Tinggi,39,Tidak stabil,Tidak cocok,45,Fair
2023-03-29 10:02:29.947041,10.80.73.230,7408032106680007,Kajen Tarihoran,55,L,Cerai Mati,5,Traditional healer,Supervisor,84119,Kegiatan Administrasi Pemerintahan Lainnya,S2,> Rp 20.000.000,491000000,0 - 2 Pinjaman,Lancar,Diragukan,Dalam Perhatian Khusus,Diragukan,Diragukan,PC,iOS,Firefox,"Gg. S. Parman No. 426
Tebingtinggi, Maluku 02223","Gg. S. Parman No. 426
Tebingtinggi, Maluku 02223",Jalan Kecil,Perum,Lainnya,Kawasan perumahan elite,"-6.8048, 110.8405",Kontrakan ,Delectus sint similique laborum nemo.,House,"Demaan, Kudus, Jawa Tengah, 59318, Indonesia",,,,59318,Jawa Tengah,Sangat Tinggi,Rendah,Rendah,Tinggi,Sangat Tinggi,Sangat Tinggi,30,Sangat tidak stabil,Tidak cocok,10,Poor
2023-03-29 10:02:31.891935,172.25.157.166,9113071506600002,"Warta Manullang, S.Pd",63,L,Kawin,2,Mayor,Supervisor,86103,Aktivitas Rumah Sakit Swasta,SMA/SMK,Rp 15.000.000 - Rp 20.000.000,697000000,3 - 5 Pinjaman,Dalam Perhatian Khusus,Macet,Macet,Macet,Macet,PC,Android,Firefox,"Jalan Otto Iskandardinata No. 963
Tanjungbalai, JT 18724","Jalan Cikutra Barat No. 25
Tomohon, RI 58125",Jalan Sedang,Rumah Susun,Perorangan Orang Lain,Kawasan pertanian,"1.3229337, 124.8405081",Apartemen ,Quam sed beatae.,House,"Jalan Cikutra Barat No. 25
Tomohon, RI 58125",,,Tomohon,,North Sulawesi,Sedang,Rendah,Rendah,Tinggi,Sedang,Sedang,38,Tidak stabil,Sangat cocok,65,Good
2023-03-29 10:02:32.370141,172.18.91.45,7309041602850008,Dr. Maya Pangestu,38,L,Duda,1,Dentist,Supervisor,35101,Pembangkitan Tenaga Listrik,SMA/SMK,> Rp 20.000.000,210000000,> 8 Pinjaman,Kurang Lancar,Macet,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Macet,Smartphone,Android,Opera,"Gg. Gardujati No. 872
Magelang, KT 28638","Gang M.T Haryono No. 941
Cilegon, Aceh 24489",Jalan Sedang,Perum,Pemerintah,Pusat kota,"-7.57897, 112.23109",Kontrakan ,Nam iusto dolorem voluptatibus itaque.,Gated community,"Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",,,,61471,Jawa Timur,Sangat Tinggi,Rendah,Sangat Rendah,Sangat Tinggi,Sangat Tinggi,Tinggi,8,Sangat tidak stabil,Tidak cocok,10,Poor
2023-03-29 10:02:33.935936,172.28.242.136,5311032204840009,Mustofa Nasyiah,39,L,Duda,0,Electrician,Supervisor,10611,Industri Penggilingan Gandum Dan Serelia Lainnya,S2,Rp 10.000.000 - Rp 15.000.000,944000000,> 8 Pinjaman,Lancar,Macet,Dalam Perhatian Khusus,Diragukan,Macet,PC,Android,Brave,"Jl. Tebet Barat Dalam No. 52
Tasikmalaya, JT 48330","Gang Bangka Raya No. 4
Pasuruan, Sulawesi Utara 41453",Jalan Besar,Rumah,Perorangan Pribadi,Kawasan pegunungan,"-7.350580799999999, 108.2171633",Perum ,Laboriosam officiis fugiat expedita facere.,Townhouse,"Jl. Tebet Barat Dalam No. 52
Tasikmalaya, JT 48330",,,Tasikmalaya,,West Java,Rendah,Tinggi,Rendah,Tinggi,Rendah,Tinggi,78,Stabil,Tidak cocok,75,Very Good
2023-03-29 10:02:35.174735,192.168.141.11,2104086511820005,Karja Thamrin,41,P,Janda,2,Sailor,Staff,59122,"Aktivitas Pasca Produksi Film, Video Dan Program Televisi Oleh Swasta",S2,Rp 5.000.000 - Rp 10.000.000,762000000,0 - 2 Pinjaman,Macet,Lancar,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Macet,Laptop,macOS,Brave,"Gg. Yos Sudarso No. 915
Surabaya, KU 94452","Jl. Ir. H. Djuanda No. 59
Balikpapan, Sulawesi Tenggara 02844",Jalan Sedang,Mess,Perorangan Orang Lain,Kawasan komersial,"-6.91806, 106.92667",Kost-kostan ,Nobis quae dicta itaque consequuntur.,Apartment complex,"Cikole, Sukabumi, Jawa Barat, 43111, Indonesia",,,Sukabumi,43111,Jawa Barat,Tinggi,Sangat Rendah,Rendah,Sangat Tinggi,Tinggi,Sangat Tinggi,17,Sangat tidak stabil,Tidak cocok,15,Poor
2023-03-29 10:02:37.067103,192.168.47.223,7212012912860003,"Ir. Patricia Hidayat, S.Kom",37,L,Cerai Mati,4,Consultant,Direktur,87305,Aktivitas Sosial Di Dalam Panti Untuk Penyandang Disabilitas Rungu Wicara,S3,Rp 10.000.000 - Rp 15.000.000,181000000,0 - 2 Pinjaman,Lancar,Kurang Lancar,Lancar,Lancar,Kurang Lancar,Smartphone,macOS,Safari,"Jalan Dipenogoro No. 98
Padang, SS 46706","Jalan Dipenogoro No. 98
Padang, SS 46706",Jalan Kecil,Rumah,Perorangan Pribadi,Kawasan komersial,"-6.8048, 110.8405",Villa ,Fugit possimus qui ab dolorum officiis.,Dormitory,"Demaan, Kudus, Jawa Tengah, 59318, Indonesia",,,,59318,Jawa Tengah,Sedang,Sedang,Sangat Rendah,Tinggi,Sedang,Tinggi,44,Tidak stabil,Tidak cocok,40,Fair
2023-03-29 10:02:38.980758,192.168.223.247,3316091501530006,Latika Tamba,70,L,Cerai Mati,5,Hair stylist,Manager,36003,Aktivitas Penunjang Pengelolaan Air,S2,Rp 5.000.000 - Rp 10.000.000,461000000,0 - 2 Pinjaman,Diragukan,Lancar,Diragukan,Lancar,Diragukan,Tablet,Chrome OS,Edge,"Jl. Cihampelas No. 260
Banjarbaru, Jawa Barat 69027","Jl. Cihampelas No. 260
Banjarbaru, Jawa Barat 69027",Jalan Besar,Rumah Susun,Lainnya,Kawasan pegunungan,"-7.090910999999999, 107.668887",Kontrakan ,Commodi consequatur eveniet pariatur.,Dormitory,"Jl. Cihampelas No. 260
Banjarbaru, Jawa Barat 69027",,,,,West Java,Sedang,Rendah,Sedang,Sangat Tinggi,Tinggi,Tinggi,57,Tidak stabil,Sangat cocok,60,Good
2023-03-29 10:02:39.325732,192.168.85.204,6401075307960008,"Sutan Panca Suartini, S.T.",27,P,Cerai Hidup,0,Priest,Staff,86201,Aktivitas Praktik Dokter Umum,S2,Rp 15.000.000 - Rp 20.000.000,306000000,0 - 2 Pinjaman,Dalam Perhatian Khusus,Diragukan,Diragukan,Dalam Perhatian Khusus,Diragukan,Smartphone,Android,Chrome,"Gang Lembong No. 9
Tanjungpinang, Kalimantan Selatan 46970","Gang Lembong No. 9
Tanjungpinang, Kalimantan Selatan 46970",Jalan Besar,Kontrakan,Pemerintah,Kawasan perumahan miskin,"-7.57897, 112.23109",Perum ,Esse ratione dicta ut praesentium.,Gated community,"Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",,,,61471,Jawa Timur,Tinggi,Rendah,Rendah,Tinggi,Sangat Tinggi,Sangat Tinggi,20,Sangat tidak stabil,Tidak cocok,10,Poor
2023-03-29 10:02:40.780259,10.201.111.126,1871101201800007,Laras Anggraini,43,L,Janda,2,Television broadcaster,Supervisor,1283,Pertanian Cabai,S3,> Rp 20.000.000,917000000,> 8 Pinjaman,Kurang Lancar,Macet,Diragukan,Dalam Perhatian Khusus,Macet,PC,Linux,Safari,"Jalan Pasirkoja No. 982
Sukabumi, JB 24308","Gg. Stasiun Wonokromo No. 50
Sorong, MA 13069",Jalan Sedang,Kontrakan,Perusahaan,Kawasan industri,"-7.3007208, 112.7397631",Rumah ,Sed accusamus consectetur unde eius deleniti.,Retirement home,"Gg. Stasiun Wonokromo No. 50
Sorong, MA 13069",,,,,East Java,Rendah,Sangat Tinggi,Tinggi,Rendah,Sangat Rendah,Sedang,111,Sangat stabil,Sangat cocok,100,Excellent
2023-03-29 10:02:41.144275,172.27.36.99,5305030601530005,Tugiman Adriansyah,70,L,Cerai Hidup,5,Broker,Direktur,22220,Industri Barang Dari Plastik Untuk Pengemasan,D4,Rp 15.000.000 - Rp 20.000.000,620000000,6 - 8 Pinjaman,Diragukan,Macet,Macet,Diragukan,Macet,Laptop,macOS,Unknown,"Gg. Cikutra Barat No. 3
Pekalongan, Aceh 90384","Gg. Ciwastra No. 21
Tual, Kalimantan Timur 03032",Jalan Besar,Apartemen,Perusahaan,Kawasan pertanian,"0.5386586, 116.419389",Kontrakan ,Eaque dolorem dolores voluptates amet consequuntur odit.,Apartment complex,"Gg. Ciwastra No. 21
Tual, Kalimantan Timur 03032",,,,,East Kalimantan,Sedang,Tinggi,Sedang,Tinggi,Sedang,Sedang,81,Stabil,Sangat cocok,95,Excellent
2023-03-29 10:02:41.525111,172.29.191.146,1704015301980001,"Puti Rika Wibowo, S.IP",25,P,Janda,3,Hair stylist,Direktur,93293,Usaha Arena Permainan,D4,Rp 5.000.000 - Rp 10.000.000,371000000,3 - 5 Pinjaman,Lancar,Macet,Macet,Diragukan,Macet,Laptop,Linux,Safari,"Jalan Dipatiukur No. 474
Lhokseumawe, Kalimantan Timur 14331","Jalan Dipenogoro No. 754
Banda Aceh, JB 12467",Jalan Besar,Rumah,Perusahaan,Kawasan perumahan padat penduduk,"5.5543917, 95.3180819",Rumah Susun Jalan Pangeran Diponegoro,Saepe culpa velit laboriosam incidunt accusamus.,House,"Jalan Dipenogoro No. 754
Banda Aceh, JB 12467",,Jalan Pangeran Diponegoro,,,Aceh,Sangat Tinggi,Rendah,Rendah,Tinggi,Tinggi,Sangat Tinggi,25,Sangat tidak stabil,Sangat cocok,30,Fair
2023-03-29 10:02:41.950223,10.98.24.158,3101026610590000,"drg. Muhammad Yulianti, S.Kom",64,P,Cerai Mati,4,Civil Servant,Direktur,64151,Lembaga Keuangan Mikro Konvensional,D3,> Rp 20.000.000,292000000,6 - 8 Pinjaman,Diragukan,Kurang Lancar,Diragukan,Kurang Lancar,Diragukan,Tablet,Windows,Brave,"Jalan Sentot Alibasa No. 7
Langsa, BT 97964","Gang Ciwastra No. 398
Bima, PA 65739",Jalan Sedang,Kost-kostan,Pemerintah,Pinggiran kota,"4.4725348, 97.9756343",Apartemen ,Saepe hic explicabo accusamus voluptates illum.,Dormitory,"Jalan Sentot Alibasa No. 7
Langsa, BT 97964",,,Langsa,,Aceh,Sangat Rendah,Tinggi,Tinggi,Rendah,Sangat Rendah,Sedang,118,Sangat stabil,Tidak cocok,100,Excellent
2023-03-29 10:02:42.406563,172.23.209.85,6305073103750005,Dacin Lazuardi,48,L,Duda,2,Welder/blacksmith,Supervisor,1491,Pembibitan Dan Budidaya Burung Unta,S2,< Rp 5.000.000,585000000,0 - 2 Pinjaman,Macet,Lancar,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Macet,PC,Windows,Unknown,"Jalan Stasiun Wonokromo No. 816
Banjarbaru, Sumatera Selatan 11443","Gang Otto Iskandardinata No. 2
Batam, SN 98835",Jalan Sedang,Villa,Perorangan Orang Lain,Kawasan perumahan miskin,"-3.3194374, 103.914399",Rumah ,Sed harum magni maxime illum magni explicabo.,Gated community,"Jalan Stasiun Wonokromo No. 816
Banjarbaru, Sumatera Selatan 11443",,,,,South Sumatra,Sangat Tinggi,Sangat Rendah,Rendah,Sangat Tinggi,Tinggi,Tinggi,30,Sangat tidak stabil,Tidak cocok,15,Poor
2023-03-29 10:02:42.952832,10.242.154.205,3527021309530008,Kani Kuswoyo,70,L,Cerai Mati,2,Student,Supervisor,1251,Pertanian Buah Beri,S1,Rp 10.000.000 - Rp 15.000.000,437000000,0 - 2 Pinjaman,Lancar,Kurang Lancar,Dalam Perhatian Khusus,Lancar,Kurang Lancar,PC,Chrome OS,Firefox,"Gg. BKR No. 3
Banda Aceh, Papua Barat 92794","Gg. BKR No. 3
Banda Aceh, Papua Barat 92794",Jalan Besar,Rumah,Perorangan Pribadi,Kawasan pegunungan,"5.5482904, 95.3237559",Kost-kostan ,Odio maiores nam non asperiores ab soluta.,Retirement home,"Gg. BKR No. 3
Banda Aceh, Papua Barat 92794",,,Banda Aceh,,Aceh,Tinggi,Sedang,Sangat Rendah,Sedang,Sedang,Tinggi,32,Tidak stabil,Sangat cocok,60,Good
2023-03-29 10:02:43.355438,172.16.6.46,1205016704650002,"Kasiyah Susanti, M.M.",58,P,Janda,5,Vice Mayor,Manager,47879,"Perdagangan Eceran Kaki Lima Dan Los Pasar Campuran Kertas, Karton, Barang Dari Kertas, Alat Tulis-menulis, Alat Gambar, Hasil Pencetakan, Penerbitan Dan Lainnya",S1,Rp 15.000.000 - Rp 20.000.000,567000000,> 8 Pinjaman,Diragukan,Lancar,Kurang Lancar,Macet,Macet,Tablet,Windows,Firefox,"Gg. Cikutra Timur No. 6
Kota Administrasi Jakarta Timur, MU 22315","Gg. Cikutra Timur No. 6
Kota Administrasi Jakarta Timur, MU 22315",Jalan Kecil,Kost-kostan,Perusahaan,Kawasan perumahan elite,"-1.26424, 104.09701",Villa ,Recusandae velit minima doloremque.,Townhouse,"Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",,,,,Jambi,Sangat Tinggi,Rendah,Sangat Rendah,Sangat Tinggi,Tinggi,Tinggi,27,Sangat tidak stabil,Tidak cocok,15,Poor
2023-03-29 10:02:44.903772,10.193.182.245,1704126711970004,Tgk. Wasis Puspasari,26,P,Cerai Mati,4,Teacher,Supervisor,33132,"Reparasi Peralatan Irradiasi, Elektromedis Dan Elektrotherapi",S2,Rp 10.000.000 - Rp 15.000.000,693000000,6 - 8 Pinjaman,Dalam Perhatian Khusus,Macet,Kurang Lancar,Kurang Lancar,Macet,Laptop,iOS,Opera,"Jl. Moch. Toha No. 2
Salatiga, Sulawesi Tengah 96988","Jl. Moch. Toha No. 2
Salatiga, Sulawesi Tengah 96988",Jalan Sedang,Rumah Susun,Perusahaan,Kawasan komersial,"-7.330523400000001, 110.5084366",Kontrakan ,Earum at earum sit aspernatur quaerat inventore.,Residential neighbourhood,"Jl. Moch. Toha No. 2
Salatiga, Sulawesi Tengah 96988",,,Salatiga,,Central Java,Sedang,Rendah,Rendah,Tinggi,Tinggi,Tinggi,56,Tidak stabil,Sangat cocok,65,Good
2023-03-29 10:02:45.297271,192.168.76.152,7201194110900002,Erik Fujiati,33,P,Kawin,1,Fashion stylist,Direktur,84124,Administrasi Pelayanan Pemerintah Bidang Kesejahteraan Sosial,SMA/SMK,Rp 10.000.000 - Rp 15.000.000,381000000,6 - 8 Pinjaman,Dalam Perhatian Khusus,Kurang Lancar,Diragukan,Dalam Perhatian Khusus,Diragukan,Laptop,Linux,Opera,"Jalan Antapani Lama No. 991
Magelang, KR 26243","Gang Rumah Sakit No. 72
Depok, RI 97613",Jalan Kecil,Kontrakan,Lainnya,Kawasan pegunungan,"-6.4024844, 106.7942405",Rumah Susun ,Reiciendis soluta dolorum nostrum natus vel doloribus.,Gated community,"Gang Rumah Sakit No. 72
Depok, RI 97613",,,,,West Java,Tinggi,Sangat Rendah,Sangat Rendah,Sangat Tinggi,Tinggi,Sangat Tinggi,11,Sangat tidak stabil,Sangat cocok,30,Fair
